机顶盒设备号,统计日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号
10236,20170819,热点专题,下班抓紧谈恋爱(02)(高清),16:20:59,17:36:12,10814
10236,20170802,精彩点,侯天明的梦(10)(高清),19:55:41,20:11:26,10814
10236,20171030,精彩点,国民大生活(21)(高清),19:50:27,19:58:28,10814
10236,20170909,精彩点,警察锅哥(06)(高清),17:47:50,17:56:24,10814
10236,20170917,精彩点,踩过界(25),9:29:37,10:12:31,10814
10236,20170923,精彩点,那年花开月正圆(32)(高清),10:18:00,12:01:28,10814
10236,20171005,精彩点,那年花开月正圆(48)(高清),18:24:32,19:03:50,10814
10236,20171002,精彩点,老农民(29)(高清),15:22:26,16:03:03,10814
10236,20171009,热点专题,岁月如金(25)(高清),17:49:40,17:52:43,10814
10236,20170703,精彩点,爱的秘笈(20)(高清),19:48:09,20:31:22,10814
10236,20170802,精彩点,侯天明的梦(08)(高清),18:13:04,18:38:26,10814
10236,20170909,精彩点,警察锅哥(11)(高清),21:51:05,22:32:06,10814
10236,20170903,精彩点,全职没女(10),12:21:31,12:47:00,10814
10236,20170803,精彩点,赛小花的远大前程(05)(高清),20:44:05,20:45:49,10814
10236,20170923,精彩点,那年花开月正圆(31)(高清),9:26:48,10:17:52,10814
10236,20171024,精彩点,情满四合院(07)(高清),17:05:41,17:17:24,10814
10236,20170708,精彩点,王牌逗王牌(高清)(刘德华领众王牌帮你解压),13:22:21,13:52:49,10814
10236,20170803,精彩点,赛小花的远大前程(04)(高清),17:48:50,18:26:36,10814
10236,20171004,精彩点,使徒行者2(08),10:56:47,11:55:12,10814
10236,20171017,精彩点,国民大生活(03)(高清),18:10:51,18:47:27,10814
10236,20170713,精彩点,爱你一生(44)(高清),12:12:30,12:16:25,10814
10236,20171009,热点专题,岁月如金(27)(高清),18:36:34,18:39:54,10814
10236,20170911,精彩点,警察锅哥(25)(高清),21:22:59,21:54:18,10814
10236,20171010,热点专题,岁月如金(32)(高清),15:56:58,15:59:02,10814
10236,20170723,热点专题,唐人街探案(高清)(出其不意展现高级喜剧),9:00:52,9:13:27,10814
10236,20170903,精彩点,吾儿可教(01)(高清),17:10:08,17:29:54,10814
10236,20170903,精彩点,全职没女(14),14:53:36,15:42:34,10814
10236,20171017,精彩点,国民大生活(03)(高清),21:58:25,22:00:24,10814
10236,20170909,精彩点,警察锅哥(07)(高清),17:56:22,17:59:28,10814
10236,20170812,精彩点,超时空男臣(16),13:48:08,13:49:38,10814
10236,20170915,精彩点,美味奇缘(01)(高清),13:19:54,13:35:17,10814
10236,20171003,精彩点,老农民(45)(高清),15:33:57,16:01:28,10814
10236,20170902,精彩点,全职没女(04),11:50:23,12:31:51,10814
10236,20170820,精彩点,08月18日 我们来了 第二季：陈妍希展现跳远绝技(高清),8:52:23,8:55:43,10814
10236,20170909,精彩点,警察锅哥(10)(高清),21:13:06,21:51:07,10814
10236,20170715,精彩点,我的前半生(04)(高清),9:28:19,9:35:11,10814
10237,20170918,动漫剧场,小猪佩奇 第四季(01)(高清),19:25:54,19:31:25,10136
10237,20170918,动漫剧场,小猪佩奇 第四季(01)(高清),19:31:32,19:36:39,10136
10239,20171028,精彩点,那年花开月正圆(70)(高清),15:30:58,16:14:15,11160
10242,20170927,精彩点,使徒行者2(04),10:28:26,10:35:09,10868
10242,20170810,精彩点,07月28日 中国新歌声 第二季：周董自曝撩妹套路(高清),21:06:05,21:08:04,10868
10242,20170728,精彩点,我的前半生(26)(高清),13:14:56,13:58:52,10868
10242,20170927,精彩点,使徒行者2(05),10:35:28,14:21:41,10868
10242,20170731,精彩点,我的前半生(39)(高清),13:23:17,13:26:21,10868
10250,20170813,精彩点,我的前半生(01)(高清),12:47:54,22:54:00,10991
10250,20170816,精彩点,我的前半生(11)(高清),14:43:12,14:44:14,10991
10250,20170814,精彩点,我的前半生(02)(高清),23:40:45,0:27:21,10991
10250,20170819,精彩点,我的前半生(29)(高清),21:33:38,22:13:45,10991
10250,20170819,精彩点,我的前半生(27)(高清),10:51:43,11:30:53,10991
10254,20171028,精彩点,使徒行者2(11),20:06:24,20:47:57,10388
10254,20170819,精彩点,我的前半生(33)(高清),16:06:39,16:46:27,10388
10254,20171028,精彩点,使徒行者2(09),18:44:23,19:26:57,10388
10254,20170818,精彩点,我的前半生(25)(高清),18:20:34,19:01:39,10388
10254,20171029,精彩点,使徒行者2(19),16:11:31,16:53:21,10388
10254,20170819,精彩点,我的前半生(29)(高清),13:36:24,14:21:54,10388
10254,20170819,精彩点,我的前半生(30)(高清),14:21:59,14:42:03,10388
10254,20170723,精彩点,赌城群英会(03),20:43:27,21:26:53,10388
10254,20170729,精彩点,反恐特战队之猎影(20)(高清),22:23:56,22:39:08,10388
10254,20171028,精彩点,使徒行者2(08),18:02:13,18:44:19,10388
10254,20171029,精彩点,使徒行者2(14),12:38:03,13:20:32,10388
10254,20170817,精彩点,我的前半生(14)(高清),18:35:19,18:37:09,10388
10254,20170817,精彩点,我的前半生(13)(高清),15:01:08,15:44:53,10388
10254,20170819,精彩点,我的前半生(36)(高清),18:26:15,19:05:27,10388
10254,20171030,精彩点,使徒行者2(30)(大结局),12:57:23,13:40:35,10388
10254,20170819,精彩点,我的前半生(38)(高清),19:46:03,20:26:22,10388
10254,20171029,精彩点,使徒行者2(27),21:53:45,22:31:41,10388
10254,20170731,精彩点,反恐特战队之猎影(26)(高清),21:13:11,21:15:36,10388
10255,20171023,精彩点,不朽的时光(高清)(热血青春史诗),18:47:55,20:12:52,11037
10255,20170725,免费睇,热血警探,13:48:58,14:17:02,11037
10255,20170812,精彩点,破晓(21)(高清),0:21:36,0:44:20,11037
10255,20171002,精彩点,金刚(高清),17:07:58,17:24:09,11037
10255,20170815,热点专题,好家伙(33)(高清),22:35:04,22:38:20,11037
10255,20170823,精彩点,我的前半生(41)(高清),22:47:07,23:02:43,11037
10255,20170819,热点专题,麻雀(68)(高清),11:41:13,12:14:22,11037
10255,20170808,精彩点,剃刀边缘(12)(高清),20:32:07,20:48:35,11037
10255,20171014,精彩点,别惹我(高清)(大佬家也有难念的经),12:03:05,12:11:54,11037
10255,20170909,精彩点,醉玲珑(37)(高清),23:41:19,23:45:20,11037
10255,20170726,精彩点,大军师司马懿之军师联盟(16)(高清),21:35:10,22:13:53,11037
10255,20171002,热点专题,加菲猫1(高清)(一只最爱千层面的猫),11:43:53,12:55:47,11037
10255,20170727,精彩点,大军师司马懿之军师联盟(18)(高清),20:37:44,21:19:47,11037
10255,20170717,精彩点,特种神枪手(高清),10:38:10,10:54:53,11037
10255,20170903,精彩点,血染大青山(02)(高清),16:55:57,17:01:45,11037
10255,20170801,精彩点,八方传奇(02)(高清),10:38:04,11:14:54,11037
10255,20170804,精彩点,大军师司马懿之军师联盟(37)(高清),21:32:46,22:14:45,11037
10255,20170913,精彩点,那年花开月正圆(25)(高清),18:29:54,19:11:28,11037
10255,20171028,精彩点,通天狄仁杰(07)(高清),20:49:04,21:18:27,11037
10255,20170819,精彩点,黑土热血(31)(高清),17:40:39,18:23:28,11037
10255,20170824,精彩点,我的前半生(07)(高清),20:34:24,21:14:19,11037
10255,20170715,精彩点,射雕英雄传(47),17:40:03,18:20:35,11037
10255,20170824,精彩点,我的前半生(09)(高清),21:57:15,22:28:20,11037
10255,20170919,精彩点,那年花开月正圆(37)(高清),19:24:48,20:10:26,11037
10255,20170725,精彩点,大军师司马懿之军师联盟(12)(高清),20:44:55,20:47:39,11037
10255,20170729,热点专题,碟中谍2(高清)(拉轰开场，阿汤哥帅出新高度),0:25:13,2:24:47,11037
10255,20170815,热点专题,好家伙(29)(高清),19:27:41,20:10:00,11037
10255,20170927,精彩点,那年花开月正圆(52)(高清),19:20:29,19:32:39,11037
10255,20170827,精彩点,我的前半生(16)(高清),21:12:30,21:48:01,11037
10255,20170718,热点专题,冰河世纪2：消融(高清),21:46:00,21:54:32,11037
10255,20170715,热点专题,红色通道(02)(高清),16:29:20,16:32:06,11037
10255,20170818,热点专题,麻雀(58)(高清),19:29:10,19:35:09,11037
10255,20170801,精彩点,八方传奇(01)(高清),9:54:52,10:38:05,11037
10255,20170722,精彩点,亡命地中海(高清),0:14:21,0:52:18,11037
10255,20171005,精彩点,那年花开月正圆(67)(高清),20:12:58,20:15:00,11037
10255,20170719,精彩点,致命猎物(高清)(潜入黑暗狩猎组织),12:56:36,13:31:26,11037
10255,20170729,热点专题,碟中谍4(高清)(逼入绝境，阿汤哥绝地大反击),13:21:59,15:28:06,11037
10255,20171009,精彩点,09月24日 蒙面唱将猜猜猜 第二季：周传雄模仿周杰伦蹦迪(高清),19:19:33,19:36:26,11037
10255,20170719,精彩点,致命猎物(高清)(潜入黑暗狩猎组织),12:18:22,12:56:38,11037
10255,20170801,精彩点,大军师司马懿之军师联盟(32)(高清),18:42:31,19:27:08,11037
10255,20170717,精彩点,致命猎物(高清)(潜入黑暗狩猎组织),21:56:10,21:59:45,11037
10255,20170809,精彩点,剃刀边缘(39)(高清),22:36:51,23:15:37,11037
10255,20170902,精彩点,飙风特警(高清)(德州游侠，沙漠群雄),12:57:59,14:08:45,11037
10255,20170818,热点专题,麻雀(37)(高清),8:07:58,8:24:12,11037
10255,20170725,热点专题,碟中谍1(高清),20:25:29,20:32:01,11037
10255,20171020,精彩点,(剪辑后)理发师陶德(高清),18:33:06,18:35:52,11037
10255,20170807,精彩点,黑土热血(05)(高清),12:24:13,13:09:17,11037
10255,20170821,今日上线,冰川鲨鱼(高清)(贪婪鲨鱼撞上海底裂缝),19:54:22,20:35:56,11037
10255,20171010,精彩点,那年花开月正圆(74)(高清),18:40:44,19:23:53,11037
10255,20170728,热点专题,碟中谍1(高清),18:00:23,18:03:12,11037
10255,20170712,精彩点,女子特种兵(高清)(天赐女强兵，不惧连环枪战),16:57:35,17:02:21,11037
10255,20170813,精彩点,破晓(39)(高清),15:37:49,15:40:33,11037
10255,20170718,精彩点,城寨英雄(01),21:42:59,21:46:02,11037
10255,20170827,精彩点,死人之夜(高清),13:26:26,13:28:37,11037
10255,20170730,精彩点,再来一次(高清)(神奇硬币，暗藏危机),12:09:44,12:22:13,11037
10255,20170824,精彩点,我的前半生(10)(高清),22:28:18,22:35:55,11037
10255,20170819,热点专题,麻雀(67)(高清),0:19:28,0:49:14,11037
10255,20170820,精彩点,异形大战阿凡达(高清),22:31:11,22:44:25,11037
10255,20170809,精彩点,剃刀边缘(34)(高清),21:39:07,21:41:36,11037
10255,20170924,热点专题,致命ID(高清)(幽闭旅馆，连环谋杀),17:07:15,17:25:32,11037
10255,20171030,精彩点,通天狄仁杰(14)(高清),18:59:33,19:29:24,11037
10255,20170728,免费睇,密杀指令,15:49:29,15:57:14,11037
10255,20170702,精彩点,三生三世十里桃花(15)(高清),18:32:39,19:13:50,11037
10255,20170915,精彩点,那年花开月正圆(30)(高清),19:18:47,19:20:10,11037
10255,20170922,精彩点,醉玲珑(46)(高清),7:11:55,7:13:00,11037
10255,20170924,精彩点,醉玲珑(50)(高清),18:39:45,19:23:38,11037
10255,20170809,精彩点,剃刀边缘(30)(高清),14:15:59,14:52:11,11037
10255,20170816,精彩点,麻雀(02)(高清),13:01:37,13:14:40,11037
10255,20170904,精彩点,那年花开月正圆(08)(高清),21:52:24,23:06:20,11037
10255,20170712,精彩点,楚乔传(42)(高清),19:08:11,19:37:45,11037
10255,20170722,精彩点,大军师司马懿之军师联盟(05)(高清),22:20:43,22:35:14,11037
10255,20170811,精彩点,黑土热血(27)(高清),11:00:11,11:33:47,11037
10255,20170809,精彩点,剃刀边缘(19)(高清),0:23:40,0:49:49,11037
10255,20170730,精彩点,大军师司马懿之军师联盟(26)(高清),22:52:16,23:35:33,11037
10255,20170827,精彩点,死人之夜(高清),17:24:12,17:38:18,11037
10255,20170814,精彩点,好家伙(09)(高清),20:59:27,21:15:54,11037
10255,20170808,精彩点,剃刀边缘(02)(高清),12:29:13,13:10:54,11037
10255,20170715,精彩点,醉玲珑(02)(高清),22:42:06,23:22:38,11037
10255,20170811,精彩点,破晓(16)(高清),22:27:24,22:48:45,11037
10255,20170813,精彩点,滞留死亡(高清)(末日惊恐来袭),23:13:06,23:27:00,11037
10255,20170827,精彩点,亡命刺客(高清)(芭蕾天鹅深陷毒祸),12:24:36,13:26:28,11037
10255,20170817,热点专题,麻雀(26)(高清),17:18:01,17:54:27,11037
10255,20171028,精彩点,通天狄仁杰(04)(高清),16:48:40,17:03:45,11037
10255,20170818,热点专题,麻雀(64)(高清),23:09:13,23:39:46,11037
10255,20170706,精彩点,三生三世十里桃花(33)(高清),22:10:30,22:33:48,11037
10255,20170708,精彩点,三生三世十里桃花(37)(高清),14:29:28,15:07:40,11037
10255,20170703,精彩点,三生三世十里桃花(20)(高清),19:59:54,20:42:26,11037
10255,20170825,精彩点,虎胆龙威3(高清)(智商爆棚的恐怖分子),18:34:41,19:25:31,11037
10255,20170814,精彩点,代号九耳犬(01)(高清),14:05:07,14:28:23,11037
10255,20170827,精彩点,死人之夜(高清)(超能力D+侦探),13:26:26,13:28:37,11037
10255,20170804,精彩点,大军师司马懿之军师联盟(38)(高清),22:14:43,22:56:58,11037
10255,20170815,热点专题,好家伙(24)(高清),14:01:12,14:12:52,11037
10255,20170904,精彩点,那年花开月正圆(07)(高清),21:12:07,21:52:17,11037
10255,20170728,免费睇,密杀指令(加防抖),12:13:42,13:06:41,11037
10255,20170804,精彩点,大军师司马懿之军师联盟(36)(高清),20:50:58,21:32:48,11037
10255,20170712,精彩点,汽车旅馆疯劫案(高清),7:44:22,8:25:11,11037
10255,20170903,精彩点,末日浩劫(1999)(高清)(施瓦辛格，超能保安),16:15:01,16:16:53,11037
10255,20170928,精彩点,那年花开月正圆(52)(高清),19:43:52,20:14:33,11037
10255,20171003,精彩点,仇敌当前(高清),13:26:08,13:40:36,11037
10255,20170829,精彩点,超时空男臣(02),19:36:04,21:36:33,11037
10255,20171002,精彩点,执法霸王花(高清)(赏金猎人小队),21:39:24,22:03:10,11037
10255,20170817,热点专题,麻雀(36)(高清),22:58:02,23:32:49,11037
10255,20170805,精彩点,大军师司马懿之军师联盟(40)(高清),13:37:44,14:18:26,11037
10255,20170725,热点专题,黑夜传说2(高清),9:07:48,9:30:58,11037
10255,20170820,精彩点,异形大战阿凡达(高清)(外星人大战),22:31:11,22:44:25,11037
10255,20170725,免费睇,密杀指令,13:44:07,13:48:59,11037
10255,20171007,精彩点,那年花开月正圆(69)(高清),19:53:23,19:55:18,11037
10255,20170710,精彩点,红色警戒999(高清),15:45:58,15:49:02,11037
10255,20170807,精彩点,黑土热血(15)(高清),19:35:42,20:05:18,11037
10255,20170702,精彩点,艾菲格雷(高清),17:02:40,17:48:52,11037
10255,20170909,精彩点,劫案疑云(高清),12:14:37,13:50:38,11037
10255,20171003,精彩点,轩辕剑之汉之云(01)(高清),22:42:37,23:27:50,11037
10255,20170710,精彩点,但丁密码(高清),18:02:00,18:35:14,11037
10255,20170812,精彩点,破晓(30)(高清),22:00:34,22:10:03,11037
10255,20170723,精彩点,大军师司马懿之军师联盟(09)(高清),21:32:14,21:39:06,11037
10255,20170715,精彩点,醉玲珑(01)(高清),22:20:33,22:42:08,11037
10255,20171002,精彩点,金刚(高清),20:50:30,21:39:25,11037
10255,20171028,精彩点,通天狄仁杰(01)(高清),13:14:35,13:42:36,11037
10255,20170730,精彩点,大军师司马懿之军师联盟(25)(高清),0:04:22,0:47:37,11037
10255,20170909,精彩点,我的前半生(18)(高清),20:56:28,20:58:43,11037
10255,20170909,精彩点,那年花开月正圆(19)(高清),19:50:08,20:18:30,11037
10255,20170712,热点专题,魔力女战士(高清),17:02:19,18:03:50,11037
10255,20170809,精彩点,剃刀边缘(34)(高清),17:19:31,18:02:11,11037
10255,20170908,精彩点,分裂(高清)(“一美”演绎24重人格，北美周末夺冠),18:58:11,19:06:47,11037
10255,20170702,精彩点,三生三世十里桃花(13)(高清),0:32:57,1:09:34,11037
10255,20170809,精彩点,剃刀边缘(18)(高清),23:48:45,0:23:32,11037
10255,20170815,热点专题,好家伙(33)(高清),22:07:31,22:35:05,11037
10255,20171022,精彩点,7秒钟(高清),11:34:23,13:09:21,11037
10255,20170817,热点专题,麻雀(17)(高清),11:03:33,11:34:40,11037
10255,20170708,精彩点,三生三世十里桃花(36)(高清),13:50:25,14:29:30,11037
10255,20170913,精彩点,我的前半生(31)(高清),19:59:45,20:07:07,11037
10255,20171015,热点专题,煎饼侠(高清)(笑点全开，拯救不开心),17:01:14,17:13:14,11037
10255,20170729,精彩点,大军师司马懿之军师联盟(23)(高清),22:38:13,23:19:17,11037
10255,20170818,热点专题,麻雀(52)(高清),16:29:26,16:55:40,11037
10255,20170909,精彩点,那年花开月正圆(17)(高清),7:08:15,7:11:11,11037
10255,20170816,精彩点,好家伙(37)(高清),23:49:29,0:13:18,11037
10255,20170805,精彩点,大军师司马懿之军师联盟(42)(高清),15:13:13,15:50:33,11037
10255,20170823,精彩点,我的前半生(05)(高清),21:04:28,21:29:08,11037
10255,20171030,精彩点,通天狄仁杰(18)(高清),20:58:06,21:27:55,11037
10255,20170731,精彩点,大军师司马懿之军师联盟(29)(高清),21:01:05,21:43:05,11037
10255,20170702,精彩点,三生三世十里桃花(14)(高清),18:06:12,18:32:14,11037
10255,20170916,精彩点,09月10日 蒙面唱将猜猜猜 第二季：郑恺玩套路空降猜评团(高清),19:08:12,19:42:11,11037
10255,20170725,热点专题,黑夜传说2(高清),9:30:57,11:12:18,11037
10255,20170823,精彩点,逃出熔炉(高清),10:07:39,12:00:09,11037
10255,20170811,精彩点,破晓(14)(高清),21:03:02,21:28:58,11037
10255,20170809,精彩点,剃刀边缘(35)(高清),21:41:35,21:55:44,11037
10255,20170818,热点专题,麻雀(38)(高清),8:56:26,9:26:33,11037
10255,20170807,精彩点,黑土热血(08)(高清),14:27:26,15:01:20,11037
10255,20170827,精彩点,广告狂人 第七季(01)(高清),18:54:32,18:58:25,11037
10255,20170929,精彩点,那年花开月正圆(56)(高清),21:44:23,21:50:02,11037
10255,20170725,热点专题,碟中谍1(高清)(经典间谍片，至型阿汤哥),20:25:29,20:32:01,11037
10255,20170814,精彩点,好家伙(06)(高清),18:24:55,18:54:33,11037
10255,20170908,精彩点,那年花开月正圆(17)(高清),22:11:07,22:53:11,11037
10255,20170813,精彩点,破晓(34)(高清),8:48:53,9:00:49,11037
10255,20171001,热点专题,加菲猫1(高清)(一只最爱千层面的猫),13:54:34,15:12:27,11037
10255,20170921,精彩点,醉玲珑(45)(高清),20:40:18,21:19:05,11037
10255,20170727,精彩点,致命人脉(高清),17:30:48,18:03:56,11037
10255,20170818,热点专题,麻雀(51)(高清),16:01:49,16:29:20,11037
10255,20171002,热点专题,加菲猫1(高清),8:43:35,8:45:10,11037
10255,20171015,热点专题,煎饼侠(高清),17:01:14,17:13:14,11037
10255,20170722,精彩点,惩罚者2：战争特区(高清),12:05:25,12:42:58,11037
10255,20170815,热点专题,好家伙(24)(高清),15:42:34,16:03:27,11037
10255,20170710,精彩点,但丁密码(高清)(汤姆？汉克斯地狱解码),16:49:45,18:02:02,11037
10255,20170714,精彩点,楚乔传(47)(高清),19:30:57,19:37:25,11037
10255,20171001,少儿乐园,星际小蚂蚁3D儿歌系列(01)DO RE MI,15:17:26,15:20:14,11037
10255,20170815,热点专题,好家伙(23)(高清),13:51:08,14:01:14,11037
10255,20170716,精彩点,醉玲珑(03)(高清),23:22:36,0:07:21,11037
10255,20170813,精彩点,破晓(39)(高清),15:24:30,15:37:51,11037
10255,20170727,精彩点,致命人脉(高清)(公关大亨，深陷谋杀),17:30:48,18:03:56,11037
10255,20171004,精彩点,征服1453(高清),11:10:29,12:33:56,11037
10255,20170725,免费睇,密杀指令(加防抖),13:44:07,13:48:59,11037
10255,20170801,精彩点,八方传奇(04)(高清),11:51:20,12:32:32,11037
10255,20170928,精彩点,那年花开月正圆(54)(高清),21:52:59,22:40:44,11037
10255,20171015,精彩点,生死迷局(高清),21:37:16,21:42:12,11037
10255,20170801,精彩点,八方传奇(08)(高清),15:03:21,15:36:23,11037
10255,20170715,精彩点,死海(高清),16:40:04,17:01:13,11037
10255,20170806,精彩点,八方传奇(37)(高清),18:10:29,18:12:15,11037
10255,20170729,精彩点,伪装天使(高清),18:12:18,18:34:01,11037
10255,20170814,精彩点,好家伙(06)(高清),17:47:21,18:01:12,11037
10255,20170816,精彩点,好家伙(38)(高清),0:13:30,0:20:11,11037
10255,20171028,精彩点,通天狄仁杰(03)(高清),14:07:59,14:22:51,11037
10255,20170906,精彩点,人间至味是清欢(35)(高清),22:15:06,22:43:09,11037
10255,20170815,热点专题,好家伙(27)(高清),17:01:51,17:38:05,11037
10255,20170714,今日上线,十字路口(高清)(战场之上命运坎坷),10:29:04,12:08:11,11037
10255,20171014,精彩点,世界尽头的奇遇(高清),20:24:12,20:29:54,11037
10255,20170809,精彩点,剃刀边缘(33)(高清),16:40:34,17:19:34,11037
10255,20170817,热点专题,麻雀(34)(高清),21:52:40,22:22:41,11037
10255,20170814,精彩点,好家伙(04)(高清),17:05:10,17:10:11,11037
10255,20171002,热点专题,加菲猫2(高清),12:55:46,13:58:40,11037
10255,20170714,精彩点,楚乔传(47)(高清),19:27:56,19:30:25,11037
10255,20170910,精彩点,醉玲珑(36)(高清),23:45:18,0:03:08,11037
10255,20170910,精彩点,24号储藏室(高清),13:21:35,14:09:57,11037
10255,20170817,热点专题,麻雀(23)(高清),14:32:45,15:20:35,11037
10263,20170901,精彩点,同盟(07)(高清),20:06:05,20:53:09,10983
10263,20170909,精彩点,踩过界(21),19:50:25,20:14:06,10983
10263,20171008,精彩点,守卫者-浮出水面(08)(高清),16:19:13,16:55:19,10983
10263,20171007,精彩点,守卫者-浮出水面(01)(高清),19:14:51,19:19:22,10983
10263,20170913,精彩点,踩过界(24),20:18:21,20:41:31,10983
10263,20171019,热点专题,我是特种兵之利刃出鞘(24)(高清),22:31:57,23:10:30,10983
10263,20170901,精彩点,同盟(06),19:50:51,20:06:06,10983
10263,20171004,热点专题,岁月如金(26)(高清),20:47:19,21:33:00,10983
10263,20170823,精彩点,妈妈向前冲冲冲(35)(高清),17:50:58,17:55:40,10983
10263,20171004,热点专题,岁月如金(25)(高清),20:05:50,20:47:20,10983
10263,20171008,精彩点,守卫者-浮出水面(10)(高清),17:37:02,19:11:21,10983
10263,20171010,热点专题,守卫者-浮出水面(20)(高清),21:12:30,21:34:43,10983
10263,20170917,精彩点,我们的爱(03)(高清),22:44:26,18:22:46,10983
10263,20171019,热点专题,我是特种兵之利刃出鞘(24)(高清),20:55:55,21:39:33,10983
10263,20171029,精彩点,领养(38)(高清),21:43:53,22:10:51,10983
10263,20171014,精彩点,繁星四月(01)(高清),20:32:08,20:42:41,10983
10263,20170815,热点专题,下班抓紧谈恋爱(30)(高清),15:36:06,16:16:48,10983
10263,20170909,精彩点,踩过界(21),18:52:02,19:50:27,10983
10263,20170823,精彩点,妈妈向前冲冲冲(36)(高清),18:49:35,19:08:36,10983
10263,20170913,精彩点,踩过界(23)(高清),20:01:36,20:18:21,10983
10263,20171020,热点专题,我是特种兵之利刃出鞘(27)(高清),17:55:56,18:36:00,10983
10263,20170823,精彩点,妈妈向前冲冲冲(37)(高清),19:36:50,20:09:49,10983
10263,20171031,精彩点,虎妈猫爸(06)(高清),18:24:41,18:48:37,10983
10263,20171027,精彩点,领养(21)(高清),19:05:31,19:56:38,10983
10263,20171005,热点专题,岁月如金(27)(高清),11:41:17,12:21:01,10983
10263,20171002,热点专题,岁月如金(09)(高清),11:16:48,11:57:44,10983
10263,20170913,精彩点,踩过界(23)(高清),19:11:13,20:01:37,10983
10263,20171013,精彩点,守卫者-浮出水面(28)(高清),19:12:45,19:26:46,10983
10263,20170920,精彩点,我们的爱(12)(高清),19:52:54,20:34:30,10983
10263,20171008,精彩点,守卫者-浮出水面(14)(高清),21:12:14,21:54:13,10983
10263,20171030,精彩点,虎妈猫爸(03)(高清),18:26:04,19:07:32,10983
10263,20171016,热点专题,我是特种兵之利刃出鞘(12)(高清),22:32:47,23:08:28,10983
10263,20170724,精彩点,我的一九九七(12)(高清),22:24:49,11:45:52,10983
10263,20171005,热点专题,岁月如金(31)(高清),21:22:09,21:41:48,10983
10263,20170906,精彩点,踩过界(12)(高清),22:37:31,18:27:40,10983
10263,20170925,精彩点,我们的爱(25)(高清),20:59:26,21:34:09,10983
10263,20170901,精彩点,同盟(06)(高清),19:16:34,19:50:52,10983
10263,20171027,精彩点,领养(22)(高清),20:26:59,21:36:06,10983
10263,20171013,精彩点,守卫者-浮出水面(30)(大结局)(高清),20:08:07,20:33:35,10983
10263,20170904,精彩点,踩过界(07),21:35:28,21:52:52,10983
10263,20171021,热点专题,我是特种兵之利刃出鞘(36)(高清),11:16:32,11:38:20,10983
10263,20171002,热点专题,岁月如金(10)(高清),12:14:52,12:50:36,10983
10263,20171018,热点专题,我是特种兵之利刃出鞘(18)(高清),21:03:12,21:38:15,10983
10263,20171002,热点专题,岁月如金(14)(高清),21:10:06,21:40:21,10983
10263,20170928,精彩点,我们的爱(33)(高清),19:46:30,20:13:57,10983
10263,20170912,精彩点,同盟(23),20:58:03,21:35:20,10983
10263,20170930,热点专题,岁月如金(03)(高清),20:19:31,20:56:36,10983
10263,20170823,精彩点,妈妈向前冲冲冲(35)(高清),19:09:38,19:11:24,10983
10263,20170905,精彩点,踩过界(09),20:17:11,20:58:06,10983
10263,20171020,热点专题,我是特种兵之利刃出鞘(29)(高清),19:38:34,20:24:42,10983
10263,20171008,精彩点,守卫者-浮出水面(11)(高清),19:21:17,19:49:21,10983
10263,20170902,精彩点,同盟(14),19:34:13,19:40:25,10983
10263,20171008,精彩点,守卫者-浮出水面(06)(高清),11:36:40,12:27:12,10983
10263,20170906,精彩点,踩过界(12),20:13:51,20:31:01,10983
10263,20171029,精彩点,领养(38)(高清),20:56:41,21:43:54,10983
10263,20170805,精彩点,我们家的微幸福生活(05)(高清),8:17:52,8:50:01,10983
10263,20171001,热点专题,岁月如金(06)(高清),11:34:43,11:50:22,10983
10263,20171018,热点专题,我是特种兵之利刃出鞘(19)(高清),22:35:08,23:15:32,10983
10263,20171022,精彩点,领养(01)(高清),18:02:37,18:42:55,10983
10263,20170919,精彩点,踩过界(28)(大结局),23:12:30,18:35:15,10983
10263,20170724,精彩点,我的一九九七(14)(高清),16:46:48,17:28:42,10983
10263,20170813,热点专题,下班抓紧谈恋爱(09)(高清),12:11:15,12:24:10,10983
10263,20170930,热点专题,岁月如金(04)(高清),20:57:18,21:37:16,10983
10263,20171007,精彩点,守卫者-浮出水面(04)(高清),21:20:58,22:12:55,10983
10263,20171012,精彩点,守卫者-浮出水面(25)(高清),20:11:36,20:53:24,10983
10263,20170823,精彩点,妈妈向前冲冲冲(33)(高清),15:28:32,16:02:33,10983
10263,20171023,精彩点,领养(05)(高清),19:55:10,20:37:41,10983
10263,20170925,精彩点,我们的爱(23)(高清),19:52:03,20:11:23,10983
10263,20170908,精彩点,踩过界(17),20:54:09,21:38:03,10983
10263,20171020,热点专题,我是特种兵之利刃出鞘(33)(高清),22:55:55,23:35:39,10983
10263,20171028,精彩点,领养(33)(高清),22:52:53,23:34:38,10983
10263,20170902,精彩点,同盟(15),19:40:24,20:22:33,10983
10263,20171028,精彩点,领养(30)(高清),19:57:25,20:31:31,10983
10263,20170903,精彩点,踩过界(02),20:31:18,21:13:16,10983
10263,20170926,精彩点,我们的爱(27)(高清),20:12:46,20:58:34,10983
10263,20171004,热点专题,岁月如金(21)(高清),17:27:50,17:58:16,10983
10263,20170914,精彩点,同盟(27),22:34:45,23:16:37,10983
10263,20170929,精彩点,我们的爱(37)(高清),23:12:52,18:54:58,10983
10263,20170731,热点专题,好先生(17)(高清),12:56:11,21:19:28,10983
